1 0 0
1 0 0
1 0 1
1 0 1
1 0 1
1 0 2
1 0 2
1 0 15
1 0 15
1 0 16
1 0 16
1 0 16
1 0 17
1 0 17
1 0 18
1 0 18
1 0 19
1 0 19
1 0 20
1 0 21
1 0 21
1 0 21
1 0 32
1 0 33
1 0 33
1 1 3
1 1 3
1 1 5
1 1 9
1 1 11
1 1 11
1 1 11
1 1 19
1 1 19
1 1 23
1 1 30
1 1 37
1 1 37
1 1 40
1 1 40
1 1 42
1 2 1
1 2 1
1 2 1
1 2 5
1 2 5
1 2 6
1 2 6
1 2 12
1 2 13
1 2 13
1 2 13
1 2 14
1 2 14
1 2 15
1 2 15
1 2 18
1 2 18
1 2 20
1 2 23
1 2 23
1 2 23
1 2 24
1 2 24
1 2 24
1 2 30
1 2 30
1 2 43
1 2 43
1 3 3
1 3 11
1 3 13
1 3 13
1 3 13
1 3 16
1 3 16
1 3 17
1 3 20
1 3 24
1 3 32
1 3 43
1 3 43
1 4 3
1 4 3
1 4 3
1 4 4
1 4 4
1 4 5
1 4 5
1 4 5
1 4 6
1 4 6
1 4 7
1 4 8
1 4 12
1 4 12
1 4 16
1 4 16
1 4 17
1 4 17
1 4 18
1 4 19
1 4 31
1 4 32
1 4 33
1 4 37
1 4 38
1 4 38
1 4 40
1 4 40
1 4 40
1 4 41
1 4 41
1 4 42
1 4 42
1 4 43
1 4 43
1 4 43
1 4 47
1 4 47
1 5 0
1 5 2
1 5 2
1 5 4
1 5 7
1 5 7
1 5 8
1 5 8
1 5 10
1 5 10
1 5 10
1 5 11
1 5 11
1 5 11
1 5 18
1 5 18
1 5 18
1 5 19
1 5 22
1 5 23
1 5 30
1 5 30
1 5 35
1 5 42
1 5 43
1 5 43
1 5 43
1 6 0
1 6 1
1 6 2
1 6 3
1 6 3
1 6 8
1 6 8
1 6 10
1 6 10
1 6 11
1 6 11
1 6 11
1 6 19
1 6 19
1 6 22
1 6 25
1 6 26
1 6 26
1 6 26
1 6 30
1 6 46
1 6 48
1 6 48
1 6 49
1 6 49
1 7 3
1 7 5
1 7 5
1 7 6
1 7 11
1 7 16
1 7 24
1 7 25
1 7 25
1 7 26
1 7 44
1 7 45
1 7 45
1 7 46
1 7 46
1 7 46
1 7 49
1 7 49
1 8 0
1 8 0
1 8 0
1 8 5
1 8 5
1 8 6
1 8 9
1 8 9
1 8 9
1 8 10
1 8 10
1 8 14
1 8 14
1 8 16
1 8 16
1 8 16
1 8 17
1 8 18
1 8 18
1 8 18
1 8 24
1 8 24
1 8 24
1 8 25
1 8 25
1 8 25
1 8 26
1 8 26
1 8 31
1 8 31
1 8 32
1 8 33
1 8 39
1 8 39
1 8 42
1 8 43
1 8 43
1 8 44
1 8 44
1 8 45
1 9 1
1 9 4
1 9 5
1 9 6
1 9 18
1 9 18
1 9 27
1 9 27
1 9 32
1 9 32
1 9 35
1 9 36
1 9 36
1 9 40
1 9 40
1 9 45
1 9 45
1 10 6
1 10 6
1 10 7
1 10 7
1 10 11
1 10 11
1 10 16
1 10 16
1 10 28
1 10 28
1 10 34
1 10 34
1 10 34
1 10 35
1 10 35
1 10 35
1 10 36
1 10 38
1 10 38
1 10 42
1 10 42
1 10 43
1 10 48
1 10 48
1 11 1
1 11 7
1 11 8
1 11 9
1 11 9
1 11 9
1 11 10
1 11 16
1 11 16
1 11 16
1 11 24
1 11 24
1 11 26
1 11 27
1 11 27
1 11 30
1 11 30
1 11 35
1 11 35
1 11 35
1 11 36
1 11 43
1 11 43
1 11 43
1 12 9
1 12 11
1 12 11
1 12 11
1 12 12
1 12 12
1 12 17
1 12 18
1 12 18
1 12 18
1 12 19
1 12 19
1 12 26
1 12 28
1 12 29
1 12 29
1 12 30
1 12 30
1 12 32
1 12 34
1 12 39
1 12 39
1 12 40
1 12 40
1 12 40
1 12 41
1 12 41
1 12 41
1 12 42
1 12 42
1 12 45
1 12 45
1 13 3
1 13 3
1 13 7
1 13 7
1 13 15
1 13 15
1 13 17
1 13 17
1 13 19
1 13 29
1 13 34
1 13 34
1 13 36
1 13 36
1 13 37
1 13 37
1 13 38
1 13 38
1 13 38
1 13 39
1 13 39
1 13 39
1 13 40
1 13 40
1 13 40
1 13 47
1 13 47
1 13 47
1 13 48
1 13 48
1 13 49
1 14 6
1 14 13
1 14 15
1 14 16
1 14 16
1 14 17
1 14 18
1 14 18
1 14 19
1 14 20
1 14 20
1 14 21
1 14 21
1 14 22
1 14 25
1 14 26
1 14 27
1 14 27
1 14 28
1 14 29
1 14 29
1 14 29
1 14 33
1 14 36
1 14 36
1 14 37
1 14 41
1 14 41
1 14 45
1 14 46
1 14 47
1 14 47
1 14 47
1 14 48
1 14 48
1 14 48
1 14 49
1 14 49
1 14 49
1 15 9
1 15 21
1 15 22
1 15 22
1 15 22
1 15 23
1 15 24
1 15 24
1 15 25
1 15 25
1 15 28
1 15 28
1 15 29
1 15 29
1 15 35
1 15 37
1 15 37
1 15 37
1 15 38
1 15 41
1 15 42
1 15 42
1 15 43
1 15 43
1 15 45
1 15 46
1 15 49
1 15 49
1 16 9
1 16 9
1 16 19
1 16 25
1 16 25
1 16 25
1 16 26
1 16 30
1 16 30
1 16 31
1 16 31
1 16 31
1 16 32
1 16 40
1 16 40
1 16 44
1 16 49
1 17 5
1 17 5
1 17 5
1 17 7
1 17 7
1 17 8
1 17 8
1 17 8
1 17 19
1 17 33
1 17 35
1 17 35
1 17 35
1 17 42
1 17 42
1 17 43
1 17 43
1 17 44
1 17 44
1 17 45
1 17 45
1 17 48
1 18 3
1 18 4
1 18 5
1 18 5
1 18 6
1 18 16
1 18 16
1 18 16
1 18 17
1 18 17
1 18 18
1 18 19
1 18 20
1 18 20
1 18 21
1 18 21
1 18 21
1 18 22
1 18 37
1 18 37
1 18 38
1 18 39
1 18 39
1 18 43
1 18 43
1 18 48
1 18 48
1 18 48
1 19 1
1 19 1
1 19 2
1 19 2
1 19 2
1 19 5
1 19 8
1 19 8
1 19 9
1 19 9
1 19 13
1 19 13
1 19 14
1 19 15
1 19 15
1 19 15
1 19 16
1 19 16
1 19 16
1 19 23
1 19 25
1 19 25
1 19 26
1 19 40
1 19 41
1 19 41
1 19 41
1 19 42
1 19 42
1 19 42
1 19 43
1 19 43
1 19 43
1 20 4
1 20 4
1 20 5
1 20 5
1 20 8
1 20 8
1 20 8
1 20 9
1 20 10
1 20 14
1 20 14
1 20 16
1 20 16
1 20 16
1 20 17
1 20 17
1 20 18
1 20 18
1 20 18
1 20 23
1 20 23
1 20 25
1 20 25
1 20 25
1 20 30
1 20 31
1 20 31
1 20 31
1 20 32
1 20 32
1 20 32
1 20 35
1 20 35
1 20 35
1 20 38
1 20 38
1 20 42
1 20 42
1 20 48
1 20 48
1 21 3
1 21 3
1 21 5
1 21 5
1 21 5
1 21 6
1 21 12
1 21 15
1 21 15
1 21 15
1 21 16
1 21 16
1 21 17
1 21 17
1 21 17
1 21 18
1 21 18
1 21 18
1 21 23
1 21 24
1 21 26
1 21 26
1 21 28
1 21 32
1 21 33
1 21 33
1 21 38
1 21 38
1 21 38
1 21 44
1 21 44
1 21 44
1 21 45
1 21 45
1 21 45
1 21 46
1 21 46
1 21 49
1 22 5
1 22 10
1 22 11
1 22 13
1 22 15
1 22 15
1 22 15
1 22 16
1 22 16
1 22 19
1 22 23
1 22 25
1 22 25
1 22 27
1 22 27
1 22 32
1 22 35
1 22 35
1 23 1
1 23 1
1 23 1
1 23 4
1 23 4
1 23 11
1 23 17
1 23 18
1 23 23
1 23 25
1 23 25
1 23 25
1 23 26
1 23 26
1 23 26
1 23 27
1 23 27
1 23 28
1 23 28
1 23 42
1 23 42
1 23 46
1 23 47
1 24 1
1 24 5
1 24 12
1 24 17
1 24 17
1 24 17
1 24 18
1 24 18
1 24 19
1 24 19
1 24 19
1 24 22
1 24 22
1 24 23
1 24 23
1 24 28
1 24 28
1 24 29
1 24 29
1 24 39
1 24 39
1 24 40
1 24 40
1 24 43
1 24 43
1 24 43
1 24 45
1 24 45
1 25 10
1 25 10
1 25 10
1 25 11
1 25 11
1 25 11
1 25 12
1 25 17
1 25 17
1 25 19
1 25 19
1 25 21
1 25 21
1 25 21
1 25 22
1 25 22
1 25 22
1 25 28
1 25 28
1 25 45
1 26 1
1 26 1
1 26 13
1 26 19
1 26 19
1 26 19
1 26 20
1 26 34
1 26 34
1 26 35
1 26 35
1 26 35
1 26 39
1 26 39
1 26 40
1 26 47
1 27 3
1 27 3
1 27 3
1 27 4
1 27 4
1 27 4
1 27 5
1 27 5
1 27 13
1 27 14
1 27 14
1 27 14
1 27 15
1 27 15
1 27 15
1 27 26
1 27 33
1 27 33
1 27 33
1 27 34
1 27 34
1 27 34
1 27 35
1 27 45
1 27 45
1 27 47
1 28 2
1 28 4
1 28 14
1 28 17
1 28 17
1 28 26
1 28 35
1 28 35
1 28 36
1 28 36
1 28 38
1 28 38
1 28 44
1 28 44
1 29 0
1 29 1
1 29 2
1 29 2
1 29 2
1 29 14
1 29 14
1 29 17
1 29 17
1 29 25
1 29 26
1 29 27
1 29 27
1 29 28
1 29 28
1 29 36
1 29 36
1 29 44
1 29 44
1 29 44
1 29 45
1 29 45
1 29 45
1 29 46
1 29 46
1 29 48
1 30 1
1 30 8
1 30 8
1 30 8
1 30 11
1 30 11
1 30 13
1 30 13
1 30 15
1 30 15
1 30 15
1 30 16
1 30 16
1 30 16
1 30 20
1 30 21
1 30 25
1 30 43
1 30 43
1 30 43
1 30 45
1 30 45
1 30 45
1 30 46
1 30 46
1 30 49
1 31 5
1 31 6
1 31 14
1 31 14
1 31 14
1 31 16
1 31 16
1 31 20
1 31 20
1 31 24
1 31 25
1 31 25
1 31 25
1 31 30
1 31 39
1 31 43
1 31 43
1 31 48
1 31 48
1 31 49
1 31 49
1 32 4
1 32 4
1 32 6
1 32 6
1 32 6
1 32 8
1 32 9
1 32 9
1 32 10
1 32 10
1 32 16
1 32 16
1 32 16
1 32 17
1 32 17
1 32 17
1 32 20
1 32 20
1 32 22
1 32 23
1 32 24
1 32 24
1 32 27
1 32 27
1 32 28
1 32 28
1 32 30
1 32 36
1 32 36
1 32 38
1 32 40
1 32 40
1 32 40
1 32 43
1 32 43
1 32 46
1 32 47
1 32 49
1 32 49
1 33 4
1 33 4
1 33 17
1 33 20
1 33 20
1 33 23
1 33 23
1 33 24
1 33 28
1 33 28
1 33 34
1 33 34
1 33 36
1 33 36
1 33 36
1 33 38
1 33 40
1 33 40
1 33 47
1 33 47
1 33 47
1 34 17
1 34 17
1 34 17
1 34 23
1 34 23
1 34 29
1 34 29
1 34 29
1 34 35
1 34 36
1 34 37
1 34 37
1 34 38
1 34 38
1 34 40
1 34 47
1 34 47
1 34 47
1 34 48
1 34 48
1 35 19
1 35 19
1 35 25
1 35 25
1 35 28
1 35 32
1 35 32
1 35 45
1 35 45
1 35 46
1 35 47
1 35 48
1 35 48
1 36 0
1 36 0
1 36 1
1 36 1
1 36 3
1 36 3
1 36 10
1 36 10
1 36 11
1 36 11
1 36 11
1 36 35
1 36 35
1 36 37
1 36 37
1 36 37
1 36 39
1 36 39
1 36 39
1 36 40
1 36 43
1 36 49
1 36 49
1 36 49
1 37 1
1 37 1
1 37 1
1 37 3
1 37 3
1 37 5
1 37 9
1 37 9
1 37 9
1 37 10
1 37 12
1 37 12
1 37 12
1 37 14
1 37 15
1 37 15
1 37 16
1 37 16
1 37 16
1 37 24
1 37 37
1 37 37
1 37 37
1 37 38
1 37 38
1 37 38
1 37 41
1 37 41
1 37 41
1 37 42
1 37 43
1 37 43
1 37 43
1 37 48
1 37 48
1 37 49
1 37 49
1 38 0
1 38 6
1 38 10
1 38 10
1 38 11
1 38 11
1 38 11
1 38 18
1 38 23
1 38 23
1 38 23
1 38 26
1 38 26
1 38 27
1 38 27
1 38 27
1 38 30
1 38 30
1 38 33
1 38 33
1 38 33
1 38 36
1 38 36
1 38 39
1 38 39
1 38 39
1 38 41
1 38 43
1 38 45
1 38 45
1 38 45
1 38 46
1 38 46
1 38 49
1 39 3
1 39 3
1 39 8
1 39 9
1 39 9
1 39 9
1 39 44
1 39 44
1 39 45
1 39 45
1 39 45
1 40 4
1 40 5
1 40 5
1 40 9
1 40 9
1 40 10
1 40 10
1 40 11
1 40 30
1 40 30
1 40 30
1 40 41
1 41 0
1 41 0
1 41 0
1 41 3
1 41 4
1 41 4
1 41 5
1 41 5
1 41 5
1 41 8
